6462,296,3,0,北侧6,1296,27,31.14,5,0
6464,298,3,0,北侧8,1296,27,32.85,5,0
6463,297,3,0,北侧7,1296,27,32.16,5,0
6964,214,3,0,15,1287,27,55.64,5,0
6963,213,3,0,14,1287,27,26.33,5,0
6457,291,3,0,北侧1,1296,27,28.74,5,0
6981,246,3,0,23,1226,27,18.23,5,0
6965,215,3,0,16,1287,27,36.87,5,0
6420,2,1,,,1499,27,5040,5,12
1846,83,7,,4,1281,27,20.46,5,0
6717,173,7,0,南侧5,1296,27,22.82,5,0
6983,248,3,0,25,1226,27,18.23,5,0
1845,82,7,0,3,1281,27,32.99,5,0
6977,227,3,0,28,1287,27,26.33,5,0
6972,222,3,0,23,1287,27,26.33,5,0
6976,226,3,0,27,1287,27,26.33,5,0
6421,2,2,,,1499,27,140.43,5,12
6720,176,7,0,南侧8,1296,27,20.51,5,0
6978,228,3,0,29,1287,27,47.74,5,0
6721,177,7,0,南侧9,1296,27,20.82,5,0
6396,1,1,,,BXM1905,27,750,5,8
6312,1,2,,,1525,27,4320,5,99
6718,174,7,0,南侧6,1296,27,23.81,5,0
6984,249,3,0,26,1226,27,18.23,5,0
6719,175,7,0,南侧7,1296,27,23.15,5,0
6311,1,1,,,1525,27,3594.5,5,99
6381,1,2,,,BXM2065,27,1092,5,12
6574,77,3,0,8,1297,27,20.49,5,0
6575,78,3,0,9,1297,27,20.49,5,0
6378,1,1,,,BXM2065,27,1320.44,5,12
6573,76,3,0,南侧7,1297,27,17.82,5,0
6985,250,3,0,27,1226,27,18.23,5,0
6475,309,3,0,北侧19,1296,27,30.79,5,0
6987,252,3,0,29,1226,27,18.23,5,0
6986,251,3,0,28,1226,27,18.23,5,0
6578,81,3,0,12,1297,27,24.06,5,0
6579,82,3,0,13,1297,27,24.06,5,0
6576,79,3,0,10,1297,27,17.82,5,0
6577,80,3,0,11,1297,27,17.82,5,0
6580,83,3,0,14,1297,27,17.82,5,0
6530,209,3,0,10,1287,27,36.87,5,0
6786,1,3,,,1659,27,3069.7,5,12
6532,211,3,0,12,1287,27,45.77,5,0
6531,210,3,0,11,1287,27,55.64,5,0
6474,308,3,0,北侧18,1296,27,31.82,5,0
6967,217,3,0,18,1287,27,52.03,5,0
6966,216,3,0,17,1287,27,55.64,5,0
6722,178,7,0,南侧10,1296,27,20.84,5,0
6469,303,3,0,北侧13,1296,27,32.16,5,0
6468,302,3,0,北侧12,1296,27,32.16,5,0
6466,300,3,0,北侧10,1296,27,32.16,5,0
6465,299,3,0,北侧9,1296,27,32.85,5,0
6467,301,3,0,北侧11,1296,27,32.16,5,0
6980,245,3,0,21,1226,27,18.23,5,0
6470,304,3,0,北侧14,1296,27,32.16,5,0
6968,218,3,0,19,1287,27,26.33,5,0
6472,306,3,0,北侧16,1296,27,32.85,5,0
6473,307,3,0,北侧17,1296,27,31.48,5,0
6471,305,3,0,北侧15,1296,27,32.16,5,0
6723,179,7,0,南侧11,1296,27,20.51,5,0
6724,180,7,0,南侧12,1296,27,20.51,5,0
3756,179,3,2,114,1225,27,36.74,5,0
6422,2,3,,,1499,60,160,3,12
6362,4,1,4,1,1368,60,68.22,3,8
6397,1,2,,,BXM1905,60,436.76,3,8
6846,2,1,,,BXM2190,60,803.64,3,12
6193,1283,1,0,E-36,1295,31,22.14,2,0
6194,1284,1,0,E-37,1295,31,27.47,2,0
6191,1281,1,0,E-34,1295,31,13.11,2,0
6192,1282,1,0,E-35,1295,31,15.94,2,0
6195,1285,1,0,E-38,1295,31,19.78,2,0
6198,1288,1,0,E-40,1295,31,23.69,2,0
6199,1289,1,0,E-41,1295,31,23.94,2,0
6196,1286,1,0,E-39,1295,31,16.25,2,0
6197,1287,1,0,E-4,1295,31,31.69,2,0
837,4,4,0,4,1230,31,57.44,2,0
6143,223,1,0,1,1262,31,88.88,2,0
6347,4,1,,自东向西首层2号,1461,31,69.8,2,0
838,5,4,0,5,1230,31,57.44,2,0
6348,5,1,0,自东向西3、4号,1461,31,140.7,2,0
6189,1279,1,0,E-32,1295,31,19.3,2,0
6190,1280,1,0,E-33,1295,31,19.09,2,0
6188,1278,1,0,E-31,1295,31,25.23,2,0
6151,231,1,0,6,1262,31,18.45,2,0
6346,3,1,,自东向西二层1、2号,1461,31,115.42,2,0
6305,5,2,,,1367,31,23.38,2,8
6302,2,2,0,西数15号,1342,31,83.92,2,0
6308,7,4,,1层15号,1420,31,35.27,2,0
6266,1029,1,0,E-34,1295,31,13.14,2,0
6310,1,1,,1层从东到西第四号,1521,31,59.53,2,8
6295,1,1,,,1566,31,172.2,2,12
6299,254,14,,西厢房,1225,31,568.74,2,0
6286,2,1,0,北侧门洞1层东2号,1334,31,81.72,2,8
6267,1030,1,0,E-35,1295,31,15.97,2,0
6269,1032,1,0,E-37,1295,31,27.53,2,0
6202,1292,1,0,E-44,1295,31,16.25,2,0
768,134,1,0,10,1234,31,113.71,2,0
6341,266,3,0,西数1号,1287,31,35.2,2,0
6200,1290,1,0,E-42,1295,31,23.94,2,0
6201,1291,1,0,E-43,1295,31,23.69,2,0
6246,966,1,0,D-12,1295,31,18.81,2,0
6258,1020,1,0,E-26,1295,31,22.65,2,0
6245,965,1,0,D-11,1295,31,18.62,2,0
767,133,1,0,9,1234,31,115,2,0
6244,964,1,0,D-10,1295,31,19.59,2,0
6350,1,1,,自南向北4号,1588,31,203.02,2,8
3169,253,1,0,商服7,1226,31,75.36,2,0
519,160,6,0,2,1281,31,159.97,2,0
523,164,6,0,6,1281,31,161.69,2,0
473,3,4,0,3,1230,31,69.22,2,0
6540,1153,1,0,B-3,1295,31,16.34,2,0
471,1,4,0,3,1230,31,38.36,2,0
472,2,4,0,4,1230,31,30.99,2,0
524,165,6,0,7,1281,31,349.82,2,0
6452,48,1,0,北侧04,1296,31,466.25,2,0
6451,47,1,0,北侧03,1296,31,613.28,2,0
6450,46,1,0,北侧02,1296,31,474.6,2,0
6453,49,1,0,北侧06,1296,31,83.19,2,0
6459,293,3,0,北侧3,1296,31,31.14,2,0
6458,292,3,0,北侧2,1296,31,31.14,2,0
6454,50,1,0,北侧07,1296,31,190.23,2,0
6551,1165,1,0,B-40,1295,31,15,2,0
6550,1164,1,0,B-4,1295,31,16.34,2,0
6549,1163,1,0,B-39,1295,31,13.23,2,0
6552,1166,1,0,B-41,1295,31,15,2,0
6555,1170,1,0,B-45,1295,31,19.78,2,0
6554,1168,1,0,B-43,1295,31,17.67,2,0
6553,1167,1,0,B-42,1295,31,17.67,2,0
6548,1161,1,0,B-37,1295,31,15.59,2,0
6543,1156,1,0,B-32,1295,31,14.28,2,0
6542,1155,1,0,B-31,1295,31,14.28,2,0
6541,1154,1,0,B-30,1295,31,16.31,2,0
6544,1157,1,0,B-33,1295,31,23.55,2,0
6547,1160,1,0,B-36,1295,31,15.59,2,0
6546,1159,1,0,B-35,1295,31,17.47,2,0
6545,1158,1,0,B-34,1295,31,17.47,2,0
6415,5,2,0,3号,1359,31,100,2,8
6414,1,9,0,一层南数1号,1482,31,266.38,2,0
6412,1,3,,7,1378,31,853.42,2,8
6417,1,1,0,1-2层8号,1483,31,86.76,2,0
578,40,3,,东侧18号,1233,31,145.06,2,0
6419,1,1,,,1485,31,372.36,2,7
6418,1,2,,西数21号,1414,31,47.05,2,0
606,152,1,0,16号,1245,31,39.74,2,0
6365,3,1,,11号,1521,31,65.52,2,8
6358,2,17,0,自西向东1-2层17号一层18号,1230,31,121.37,2,0
6352,1,1,0,一至三层,1603,31,2521.02,2,8
6384,197,5,,,1233,31,1138.46,2,0
6395,1,1,,自南向北一层1、2号二层0、1、2、3、4、5、号,BXM1904,31,500.35,2,0
6393,16,1,,二层1号,1384,31,72.19,2,0
6386,198,5,,,1233,31,987.34,2,0
554,21,2,0,自东向西5号,1229,31,63.3,2,0
555,22,2,0,6号,1229,31,229.66,2,0
556,23,2,0,7,1229,31,78.74,2,0
553,20,2,0,4号,1229,31,258.22,2,0
550,1,1,0,8,1228,31,40.24,2,0
551,18,2,0,2号,1229,31,194.23,2,0
552,19,2,0,3号,1229,31,261.2,2,0
557,24,2,0,8号,1229,31,236.22,2,0
